show_title,weekly_hours_viewed,month_of_year,year,category,tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes,directors,directors_name,date_temp,quarter,quart_years
Stranger Things,1209570000,June,2022,TV,tt10363968,tvEpisode,Stranger Things,Stranger Things,NO,2023.0,,,Drama,,,,,2022-06-01,2,2022-Q2
Peaky Blinders,153840000,June,2022,TV,tt2442560,tvSeries,Peaky Blinders,Peaky Blinders,NO,2013.0,2022,60.0,"Crime,Drama",8.8,613285.0,"nm1396104,nm1142073,nm2139803,nm0128452,nm1163264,nm2197777","David Caffrey, Colm McCarthy, Otto Bathurst, Anthony Byrne, Tim Mielants, Tom Harper",2022-06-01,2,2022-Q2
The Umbrella Academy,151760000,June,2022,TV,tt21097578,tvEpisode,The Umbrella Academy,The Umbrella Academy,NO,2022.0,,,Talk-Show,7.5,61.0,,,2022-06-01,2,2022-Q2
First Kill,97660000,June,2022,TV,tt28754446,tvEpisode,First Kill,First Kill,NO,2023.0,,,"Reality-TV,Western",,,,,2022-06-01,2,2022-Q2
The Lincoln Lawyer,87270000,June,2022,TV,tt13833978,tvSeries,The Lincoln Lawyer,The Lincoln Lawyer,NO,2022.0,,60.0,"Crime,Drama,Mystery",7.7,59729.0,"nm0343622,nm3311110,nm0002704,nm2451007,nm0624423,nm1032600,nm0825630,nm0940668,nm0295107,nm0004554,nm0401960","Bill D'Elia, Ben Hernandez Bray, Liz Friedlander, David Grossman, Ted Humphrey, Antonio Negret, Shana Stein, Kate Woods, Rob Seidenglanz, Erin Feeley, Alonso Alvarez",2022-06-01,2,2022-Q2
Wrong Side of the Tracks,66240000,June,2022,TV,tt13980362,tvSeries,Wrong Side of the Tracks,Entrevías,NO,2021.0,,79.0,"Action,Adventure,Crime",6.9,4211.0,"nm0580319,nm0749650,nm0274606,nm0647099","Oriol Ferrer, Iñaki Mercero, Luis Oliveros, Alberto Ruiz Rojo",2022-06-01,2,2022-Q2
Intimacy,62670000,June,2022,TV,tt16278282,tvEpisode,Intimacy,Intimacy,NO,2023.0,,,Comedy,6.0,7.0,,,2022-06-01,2,2022-Q2
Keep Sweet: Pray and Obey,58780000,June,2022,TV,tt20560404,tvMiniSeries,Keep Sweet: Pray and Obey,Keep Sweet: Pray and Obey,NO,2022.0,2022,195.0,"Crime,Documentary",7.3,15029.0,"nm7966847,nm0237606","Rachel Dretzin, Grace McNally",2022-06-01,2,2022-Q2
All American,57330000,June,2022,TV,tt24057028,short,All American,All American,NO,2022.0,,9.0,"Drama,Short",,,nm10437179,Tenzin Namgyel,2022-06-01,2,2022-Q2
Our Blues,52070000,June,2022,TV,tt19115260,tvSeries,Our Blues,Our Blues,NO,2022.0,,60.0,"Drama,Romance",8.6,3154.0,"nm12366498,nm2153361,nm12366497","Yang Hui Kim, Jung-Mook Lee, Kyoo-tae Kim",2022-06-01,2,2022-Q2
"Yo soy Betty, la fea",43130000,June,2022,TV,tt0233127,tvSeries,"Yo soy Betty, la fea","Yo soy Betty, la fea",NO,1999.0,2001,30.0,"Comedy,Drama,Romance",8.3,3704.0,nm0722969,Mario Ribero Ferreira,2022-06-01,2,2022-Q2
Stranger Things,1157950000,July,2022,TV,tt10363968,tvEpisode,Stranger Things,Stranger Things,NO,2023.0,,,Drama,,,,,2022-07-01,3,2022-Q3
The Umbrella Academy,262870000,July,2022,TV,tt21097578,tvEpisode,The Umbrella Academy,The Umbrella Academy,NO,2022.0,,,Talk-Show,7.5,61.0,,,2022-07-01,3,2022-Q3
Manifest,229720000,July,2022,TV,tt22768182,short,Manifest,Manifest,NO,2022.0,,11.0,"Comedy,Short",,,nm8640512,Raquelle Wallace,2022-07-01,3,2022-Q3
Virgin River,193380000,July,2022,TV,tt9077530,tvSeries,Virgin River,Virgin River,NO,2019.0,,44.0,"Drama,Romance",7.4,49184.0,"nm0939869,nm0586539,nm0367523,nm0593618,nm0001513,nm0877617,nm0222668,nm2240418,nm3345300,nm2085189","Tim Matheson, Siobhan Devine, Gail Harvey, Andy Mikita, Monika Mitchell, Jann Turner, Martin Wood, Felipe Rodriguez, Nimisha Mukerji, Jem Garrard",2022-07-01,3,2022-Q3
Extraordinary Attorney Woo,190230000,July,2022,TV,tt21167784,tvEpisode,Extraordinary Attorney Woo,Extraordinary Attorney Woo,NO,2022.0,,77.0,Drama,8.5,935.0,nm3511117,Yu In-sik,2022-07-01,3,2022-Q3
Resident Evil,173400000,July,2022,TV,tt19894718,tvEpisode,Resident Evil,Resident Evil,NO,2022.0,,,Comedy,,,"nm3910594,nm5663642,nm6374112","Karim Debbache, Frédéric Molas, Sébastien Rassiat",2022-07-01,3,2022-Q3
Alba,111180000,July,2022,TV,tt25786188,tvEpisode,Alba,Alba,NO,2023.0,,,"Drama,Family,Romance",,,"nm11053165,nm2174157","Amalie Hald Knudstrup, Camilla Oxvig Misser",2022-07-01,3,2022-Q3
Alchemy of Souls,71710000,July,2022,TV,tt20859920,tvSeries,Alchemy of Souls,Hwan Hon,NO,2022.0,,80.0,"Action,Drama,Fantasy",8.8,14072.0,nm5507823,Joon Hwa Park,2022-07-01,3,2022-Q3
Money Heist: Korea - Joint Economic Area,64630000,July,2022,TV,tt13696452,tvSeries,Money Heist: Korea - Joint Economic Area,Money Heist: Korea - Joint Economic Area,NO,2022.0,,60.0,"Action,Crime,Drama",5.7,7933.0,nm5222245,Kim Hong-sun,2022-07-01,3,2022-Q3
Remarriage & Desires,60310000,July,2022,TV,tt15268768,tvSeries,Remarriage & Desires,Remarriage & Desires,NO,2022.0,,70.0,Drama,7.3,1875.0,nm5385826,Kim Jung Min,2022-07-01,3,2022-Q3
Pasión de Gavilanes,58360000,July,2022,TV,tt0387763,tvSeries,Pasión de gavilanes,Pasión de gavilanes,,2003.0,2022.0,60.0,"Drama,Romance",7.8,2826.0,"nm0872535,nm0652200,nm6690751,nm1357797","Sergio Osorio, Rodrigo Triana, Mauricio Cruz, Camilo Vega",2022-07-01,3,2022-Q3
The Sandman,328010000,August,2022,TV,tt21436482,tvEpisode,The Sandman,The Sandman,NO,2022.0,,,Talk-Show,8.0,253.0,,,2022-08-01,3,2022-Q3
Extraordinary Attorney Woo,267690000,August,2022,TV,tt21167784,tvEpisode,Extraordinary Attorney Woo,Extraordinary Attorney Woo,NO,2022.0,,77.0,Drama,8.5,935.0,nm3511117,Yu In-sik,2022-08-01,3,2022-Q3
Manifest,202600000,August,2022,TV,tt22768182,short,Manifest,Manifest,NO,2022.0,,11.0,"Comedy,Short",,,nm8640512,Raquelle Wallace,2022-08-01,3,2022-Q3
Never Have I Ever,173880000,August,2022,TV,tt14262436,tvEpisode,Never Have I Ever,Never Have I Ever,NO,2022.0,,43.0,"Biography,Crime,Drama",6.9,284.0,nm0158966,Lisa Cholodenko,2022-08-01,3,2022-Q3
Stranger Things,149550000,August,2022,TV,tt10363968,tvEpisode,Stranger Things,Stranger Things,NO,2023.0,,,Drama,,,,,2022-08-01,3,2022-Q3
Pasión de Gavilanes,123080000,August,2022,TV,tt0387763,tvSeries,Pasión de gavilanes,Pasión de gavilanes,,2003.0,2022.0,60.0,"Drama,Romance",7.8,2826.0,"nm0872535,nm0652200,nm6690751,nm1357797","Sergio Osorio, Rodrigo Triana, Mauricio Cruz, Camilo Vega",2022-08-01,3,2022-Q3
Virgin River,111410000,August,2022,TV,tt9077530,tvSeries,Virgin River,Virgin River,NO,2019.0,,44.0,"Drama,Romance",7.4,49184.0,"nm0939869,nm0586539,nm0367523,nm0593618,nm0001513,nm0877617,nm0222668,nm2240418,nm3345300,nm2085189","Tim Matheson, Siobhan Devine, Gail Harvey, Andy Mikita, Monika Mitchell, Jann Turner, Martin Wood, Felipe Rodriguez, Nimisha Mukerji, Jem Garrard",2022-08-01,3,2022-Q3
Echoes,94120000,August,2022,TV,tt27693964,short,Echoes,Echoes,NO,2023.0,,5.0,"Animation,Short",,,nm14794241,Trina Noel Davis,2022-08-01,3,2022-Q3
Alchemy of Souls,84570000,August,2022,TV,tt20859920,tvSeries,Alchemy of Souls,Hwan Hon,NO,2022.0,,80.0,"Action,Drama,Fantasy",8.8,14072.0,nm5507823,Joon Hwa Park,2022-08-01,3,2022-Q3
Another Self,82320000,August,2022,TV,tt14899624,tvSeries,Another Self,Zeytin Agaci,NO,2022.0,,50.0,"Drama,Romance",6.6,5894.0,nm3155993,Burcu Alptekin,2022-08-01,3,2022-Q3
Locke & Key,81380000,August,2022,TV,tt11718586,tvEpisode,Locke & Key,Locke & Key,NO,2020.0,,,Talk-Show,7.4,49.0,,,2022-08-01,3,2022-Q3
Cobra Kai,240370000,September,2022,TV,tt21839618,tvEpisode,Cobra Kai,Cobra Kai,NO,2022.0,,,"Game-Show,Reality-TV",7.2,48.0,,,2022-09-01,3,2022-Q3
DAHMER,196200000,September,2022,TV,tt13207736,tvMiniSeries,Dahmer - Monster: The Jeffrey Dahmer Story,Dahmer - Monster: The Jeffrey Dahmer Story,,2022.0,2024.0,534.0,"Biography,Crime,Drama",7.9,146549.0,"nm0528337,nm0054077,nm0899364,nm0000777,nm0002083","Gregg Araki, Carl Franklin, Paris Barclay, Jennifer Lynch, Clement Virgo",2022-09-01,3,2022-Q3
Devil in Ohio,135480000,September,2022,TV,tt15432016,tvMiniSeries,Devil in Ohio,Devil in Ohio,NO,2022.0,2022,356.0,"Drama,Horror,Mystery",5.9,18455.0,"nm0011876,nm0026442,nm0269502,nm0394012","Steven A. Adelson, Brad Anderson, John Fawcett, Leslie Hope",2022-09-01,3,2022-Q3
Fate: The Winx Saga,130180000,September,2022,TV,tt8179402,tvSeries,Fate: The Winx Saga,Fate: The Winx Saga,NO,2021.0,2022,,"Action,Adventure,Drama",6.8,54760.0,"nm0063279,nm2657081,nm0703854,nm0941189,nm0032495,nm0601095","Sallie Aprahamian, Edward Bazalgette, David Moore, Hannah Quinn, Stephen Woolfenden, Lisa James Larsson",2022-09-01,3,2022-Q3
Extraordinary Attorney Woo,119320000,September,2022,TV,tt21167784,tvEpisode,Extraordinary Attorney Woo,Extraordinary Attorney Woo,NO,2022.0,,77.0,Drama,8.5,935.0,nm3511117,Yu In-sik,2022-09-01,3,2022-Q3
The Crown,118240000,September,2022,TV,tt24216516,short,The Crown,The Crown,NO,2023.0,,,"Music,Short",,,nm4794645,Hannah Yohannes,2022-09-01,3,2022-Q3
Narco-Saints,110690000,September,2022,TV,tt14518692,tvSeries,The Accidental Narco,Narco-saints,,2022.0,,50.0,"Action,Biography,Crime",7.3,4844.0,nm2151556,Jong-bin Yoon,2022-09-01,3,2022-Q3
High Heat,97790000,September,2022,TV,tt17641200,tvSeries,High Heat,Donde Hubo Fuego,NO,2022.0,,45.0,Drama,6.2,753.0,"nm5145285,nm1664036,nm0651057","Moisés Ortiz Urquidi, Jorge Michel Grau, Laura Marco",2022-09-01,3,2022-Q3
Diary of a Gigolo,80410000,September,2022,TV,tt16481820,tvSeries,Diary of a Gigolo,Diario de un Gigoló,NO,2022.0,2022,50.0,"Crime,Drama,Mystery",6.4,1502.0,"nm1094911,nm1471643,nm2148154","Valeria Ambrosio, Mariano Ardanaz, Martín Fisner",2022-09-01,3,2022-Q3
Young Lady and Gentleman,72980000,September,2022,TV,tt15514606,tvSeries,Young Lady and Gentleman,Sinsawa Agassi,NO,2021.0,,70.0,"Comedy,Drama,Family",6.4,480.0,,,2022-09-01,3,2022-Q3
The Imperfects,71850000,September,2022,TV,tt14502728,tvSeries,The Imperfects,The Imperfects,NO,2022.0,2022,45.0,"Action,Adventure,Drama",6.5,7765.0,"nm1134770,nm2240418,nm1018148,nm0372773,nm1962311","Dennis Heaton, Mathias Herndl, Mark Chow, Director X, Nimisha Mukerji",2022-09-01,3,2022-Q3
DAHMER,738020000,October,2022,TV,tt13207736,tvMiniSeries,Dahmer - Monster: The Jeffrey Dahmer Story,Dahmer - Monster: The Jeffrey Dahmer Story,,2022.0,2024.0,534.0,"Biography,Crime,Drama",7.9,146549.0,"nm0528337,nm0054077,nm0899364,nm0000777,nm0002083","Gregg Araki, Carl Franklin, Paris Barclay, Jennifer Lynch, Clement Virgo",2022-10-01,4,2022-Q4
The Watcher,340760000,October,2022,TV,tt27630153,short,The Watcher,The Watcher,NO,2023.0,,,"Horror,Short",,,nm3435091,Zo Zosak,2022-10-01,4,2022-Q4
The Empress,159800000,October,2022,TV,tt13720112,tvSeries,The Empress,The Empress,NO,2022.0,,55.0,"Drama,History,Romance",7.8,13392.0,"nm2137182,nm3299248,nm0264265","Katharina Eyssen, Florian Cossen, Katrin Gebbe",2022-10-01,4,2022-Q4
From Scratch,104250000,October,2022,TV,tt11252254,tvMiniSeries,From Scratch,From Scratch,NO,2022.0,2022,422.0,"Drama,Romance",7.9,15848.0,"nm1971220,nm0330140","Dennie Gordon, Nzingha Stewart",2022-10-01,4,2022-Q4
Dynasty,103280000,October,2022,TV,tt21817594,tvEpisode,Dynasty,Dynasty,NO,2022.0,,,"Biography,Documentary,Drama",,,,,2022-10-01,4,2022-Q4
Little Women,95350000,October,2022,TV,tt21828868,tvSeries,Little Women,Jak-eun a-ssi-deul,NO,2022.0,,75.0,"Action,Drama,Mystery",7.8,6385.0,nm8008996,Kim Hui-won,2022-10-01,4,2022-Q4
The Midnight Club,90310000,October,2022,TV,tt13444912,tvSeries,The Midnight Club,The Midnight Club,NO,2022.0,2022,60.0,"Drama,Horror,Mystery",6.5,31602.0,"nm3222363,nm0277342,nm0066736,nm1093039,nm2130745,nm0629152","Morgan Beggs, Michael Fimognari, Viet Nguyen, Mike Flanagan, Axelle Carolyn, Emmanuel Osei-Kuffour",2022-10-01,4,2022-Q4
High Water,87170000,October,2022,TV,tt15096728,tvSeries,High Water,Wielka woda,NO,2022.0,,45.0,Drama,7.1,6006.0,"nm1450132,nm3953738","Jan Holoubek, Bartlomiej Ignaciuk",2022-10-01,4,2022-Q4
Til Money Do Us Part,73360000,October,2022,TV,tt17640966,tvSeries,Until Money Do Us Par,Hasta que la plata nos separe	,,2022.0,,60.0,Drama,8.1,317.0,"nm1894783,nm1162606","Israel Sánchez, Olga Lucia Rodríguez",2022-10-01,4,2022-Q4
Love Is Blind,66960000,October,2022,TV,tt22029218,tvEpisode,Love Is Blind,Love Is Blind,NO,2022.0,,,"Action,Crime,Drama",7.7,313.0,nm0143984,Jon Cassar,2022-10-01,4,2022-Q4
Fate: The Winx Saga,60610000,October,2022,TV,tt8179402,tvSeries,Fate: The Winx Saga,Fate: The Winx Saga,NO,2021.0,2022,,"Action,Adventure,Drama",6.8,54760.0,"nm0063279,nm2657081,nm0703854,nm0941189,nm0032495,nm0601095","Sallie Aprahamian, Edward Bazalgette, David Moore, Hannah Quinn, Stephen Woolfenden, Lisa James Larsson",2022-10-01,4,2022-Q4
Wednesday,341230000,November,2022,TV,tt27447938,tvEpisode,Wednesday,Wednesday,NO,2023.0,,,Talk-Show,,,,,2022-11-01,4,2022-Q4
Manifest,322870000,November,2022,TV,tt22768182,short,Manifest,Manifest,NO,2022.0,,11.0,"Comedy,Short",,,nm8640512,Raquelle Wallace,2022-11-01,4,2022-Q4
The Crown,234060000,November,2022,TV,tt24216516,short,The Crown,The Crown,NO,2023.0,,,"Music,Short",,,nm4794645,Hannah Yohannes,2022-11-01,4,2022-Q4
Til Money Do Us Part,171000000,November,2022,TV,tt17640966,tvSeries,Until Money Do Us Par,Hasta que la plata nos separe	,,2022.0,,60.0,Drama,8.1,317.0,"nm1894783,nm1162606","Israel Sánchez, Olga Lucia Rodríguez",2022-11-01,4,2022-Q4
1899,167160000,November,2022,TV,tt9319668,tvSeries,1899,1899,NO,2022.0,2022,60.0,"Drama,Horror,Mystery",7.3,103094.0,nm2171633,Baran bo Odar,2022-11-01,4,2022-Q4
Love Is Blind,113690000,November,2022,TV,tt22029218,tvEpisode,Love Is Blind,Love Is Blind,NO,2022.0,,,"Action,Crime,Drama",7.7,313.0,nm0143984,Jon Cassar,2022-11-01,4,2022-Q4
From Scratch,101630000,November,2022,TV,tt11252254,tvMiniSeries,From Scratch,From Scratch,NO,2022.0,2022,422.0,"Drama,Romance",7.9,15848.0,"nm1971220,nm0330140","Dennie Gordon, Nzingha Stewart",2022-11-01,4,2022-Q4
Warrior Nun,86030000,November,2022,TV,tt9059350,tvSeries,Warrior Nun,Warrior Nun,NO,2020.0,2022,,"Action,Drama,Fantasy",7.0,54000.0,"nm2835452,nm1018148,nm1016069,nm0058164,nm1882666,nm0010653,nm1288934","Kasia Adamik, Simon Barry, Sarah Walker, Mathias Herndl, Jet Wilkinson, Denis Rovira van Boekholt, Agnieszka Smoczynska",2022-11-01,4,2022-Q4
Elite,85140000,November,2022,TV,tt28802202,tvEpisode,Elite,Elite,NO,2023.0,,,"Documentary,Sport",,,,,2022-11-01,4,2022-Q4
Inside Man,77910000,November,2022,TV,tt21918958,tvEpisode,Inside Man,Inside Man,NO,2023.0,,,"Crime,Drama",7.9,173.0,nm0128337,Patrick Cady,2022-11-01,4,2022-Q4
Dead to Me,75570000,November,2022,TV,tt21435584,tvEpisode,Dead to Me,Dead to Me,NO,2022.0,,,Reality-TV,,,,,2022-11-01,4,2022-Q4
Wednesday,973460000,December,2022,TV,tt27447938,tvEpisode,Wednesday,Wednesday,NO,2023.0,,,Talk-Show,,,,,2022-12-01,4,2022-Q4
Harry & Meghan,219000000,December,2022,TV,tt22494592,tvEpisode,Harry & Meghan,Harry & Meghan,NO,2022.0,,,"Documentary,Reality-TV",,,nm1400438,David Thies,2022-12-01,4,2022-Q4
Firefly Lane,151730000,December,2022,TV,tt24084708,tvEpisode,Firefly Lane,Firefly Lane,NO,2022.0,,,Talk-Show,6.7,17.0,,,2022-12-01,4,2022-Q4
The Recruit,147890000,December,2022,TV,tt27202233,short,The Recruit,The Recruit,NO,2023.0,,11.0,"Short,Thriller",,,nm14674225,Bao Truong,2022-12-01,4,2022-Q4
Emily in Paris,129110000,December,2022,TV,tt16954522,tvEpisode,Emily in Paris,Emily in Paris,NO,2021.0,,,Talk-Show,,,nm4910154,Alex Beatty,2022-12-01,4,2022-Q4
The Unbroken Voice,94110000,December,2022,TV,tt17319764,tvSeries,Arelys Henao,Arelys Henao,,2022.0,,45.0,"Biography,Drama,Music",7.8,97.0,"nm4532212,nm12415333,nm2160742","Andres Lopez Pacha, Liliana Bocanegra, Camilo Villamizar",2022-12-01,4,2022-Q4
1899,90000000,December,2022,TV,tt9319668,tvSeries,1899,1899,NO,2022.0,2022,60.0,"Drama,Horror,Mystery",7.3,103094.0,nm2171633,Baran bo Odar,2022-12-01,4,2022-Q4
Alice in Borderland,79850000,December,2022,TV,tt10795658,tvSeries,Alice in Borderland,Alice in Borderland,NO,2020.0,,50.0,"Action,Drama,Mystery",7.7,90377.0,nm0766263,Shinsuke Sato,2022-12-01,4,2022-Q4
Til Money Do Us Part,76750000,December,2022,TV,tt17640966,tvSeries,Until Money Do Us Par,Hasta que la plata nos separe	,,2022.0,,60.0,Drama,8.1,317.0,"nm1894783,nm1162606","Israel Sánchez, Olga Lucia Rodríguez",2022-12-01,4,2022-Q4
Too Hot to Handle,74900000,December,2022,TV,tt27816669,tvEpisode,Too Hot to Handle,Too Hot to Handle,YES,2023.0,,6.0,"Adult,Animation,Drama",,,"nm14872779,nm14872780","AgentBlue, AgentRedGirl",2022-12-01,4,2022-Q4
Reborn Rich,65330000,December,2022,TV,tt18352538,tvSeries,Reborn Rich,Jaebeoljib Maknaeadeul,NO,2022.0,2022,71.0,"Drama,Fantasy,Romance",8.1,3514.0,"nm6266954,nm14520893","Kim Sang-ho, Dae Yoon Jung",2022-12-01,4,2022-Q4
Ginny & Georgia,668230000,January,2023,TV,tt10813940,tvSeries,Ginny & Georgia,Ginny & Georgia,NO,2021.0,,,"Comedy,Drama",7.5,76297.0,"nm1449136,nm3403118,nm2045250,nm0840075,nm1849117,nm1918281,nm0261629,nm0312889,nm0507746,nm0873266","Danishka Esterhazy, James Genn, Sharon Lewis, Sudz Sutherland, Rose Troche, Anya Adams, Aleysa Young, Audrey Cummings, Renuka Jeyapalan, Catalina Aguilar Mastretta",2023-01-01,1,2023-Q1
Wednesday,324720000,January,2023,TV,tt27447938,tvEpisode,Wednesday,Wednesday,NO,2023.0,,,Talk-Show,,,,,2023-01-01,1,2023-Q1
La Reina del Sur,245150000,January,2023,TV,tt1704637,tvSeries,La Reina del Sur,La Reina del Sur,NO,2011.0,,378.0,"Action,Crime,Drama",7.9,3289.0,"nm0230352,nm1954674,nm2270723,nm0882078,nm0092632,nm1357797,nm7260861,nm0386351,nm0898213","Carlos Bolado, Walter Doehner, Sebastián Hiriart, Carlos Mario Urrea, Carlos Villegas Rosales, Mauricio Cruz, Claudia Pedraza, Jorge Colón, Bernardo Mota Careaga",2023-01-01,1,2023-Q1
Emily in Paris,213460000,January,2023,TV,tt16954522,tvEpisode,Emily in Paris,Emily in Paris,NO,2021.0,,,Talk-Show,,,nm4910154,Alex Beatty,2023-01-01,1,2023-Q1
Alice in Borderland,204390000,January,2023,TV,tt10795658,tvSeries,Alice in Borderland,Alice in Borderland,NO,2020.0,,50.0,"Action,Drama,Mystery",7.7,90377.0,nm0766263,Shinsuke Sato,2023-01-01,1,2023-Q1
Kaleidoscope,193990000,January,2023,TV,tt27532853,tvEpisode,Kaleidoscope,Kaleidoscope,NO,2023.0,,25.0,"Drama,Romance,Sport",,,nm1542079,Dominic Zapata,2023-01-01,1,2023-Q1
The Glory,189560000,January,2023,TV,tt21344706,tvSeries,The Glory,Deo geullori,NO,2022.0,,50.0,"Drama,Mystery,Thriller",8.1,22558.0,nm7270570,Ahn Gil-ho,2023-01-01,1,2023-Q1
Vikings: Valhalla,186870000,January,2023,TV,tt11311302,tvSeries,Vikings: Valhalla,Vikings: Valhalla,NO,2022.0,,51.0,"Action,Adventure,Drama",7.3,53740.0,"nm0703854,nm0292468,nm1908892,nm0175810,nm1012772,nm1573573,nm0593618,nm0649117","Emer Conroy, David Frazee, Monika Mitchell, Niels Arden Oplev, Hannah Quinn, Ciaran Donnelly, Jan Matthys, Steve Saint Leger",2023-01-01,1,2023-Q1
The Witcher: Blood Origin,82130000,January,2023,TV,tt12785720,tvMiniSeries,The Witcher: Blood Origin,The Witcher: Blood Origin,NO,2022.0,2022,50.0,"Action,Adventure,Drama",4.9,43399.0,"nm2351920,nm2564973","Vicky Jewson, Sarah O'Gorman",2023-01-01,1,2023-Q1
The Recruit,80370000,January,2023,TV,tt27202233,short,The Recruit,The Recruit,NO,2023.0,,11.0,"Short,Thriller",,,nm14674225,Bao Truong,2023-01-01,1,2023-Q1
Alchemy of Souls,79170000,January,2023,TV,tt20859920,tvSeries,Alchemy of Souls,Hwan Hon,NO,2022.0,,80.0,"Action,Drama,Fantasy",8.8,14072.0,nm5507823,Joon Hwa Park,2023-01-01,1,2023-Q1
You,267700000,February,2023,TV,tt27708728,short,You,You,NO,2023.0,,7.0,"Drama,Short",,,nm14185638,Ozzie Evans,2023-02-01,1,2023-Q1
Outer Banks,213930000,February,2023,TV,tt26736789,tvEpisode,Outer Banks,Outer Banks,NO,2023.0,,,Talk-Show,6.6,11.0,,,2023-02-01,1,2023-Q1
Physical: 100,155750000,February,2023,TV,tt25274446,tvSeries,Physical: 100,Physical: 100,NO,2023.0,,50.0,"Game-Show,Reality-TV",7.7,8234.0,nm14946327,Jang Ho-gi,2023-02-01,1,2023-Q1
Ginny & Georgia,120650000,February,2023,TV,tt10813940,tvSeries,Ginny & Georgia,Ginny & Georgia,NO,2021.0,,,"Comedy,Drama",7.5,76297.0,"nm1449136,nm3403118,nm2045250,nm0840075,nm1849117,nm1918281,nm0261629,nm0312889,nm0507746,nm0873266","Danishka Esterhazy, James Genn, Sharon Lewis, Sudz Sutherland, Rose Troche, Anya Adams, Aleysa Young, Audrey Cummings, Renuka Jeyapalan, Catalina Aguilar Mastretta",2023-02-01,1,2023-Q1
Wednesday,90070000,February,2023,TV,tt27447938,tvEpisode,Wednesday,Wednesday,NO,2023.0,,,Talk-Show,,,,,2023-02-01,1,2023-Q1
Crash Course in Romance,81390000,February,2023,TV,tt24578016,tvSeries,Crash Course in Romance,Crash Course in Romance,NO,2023.0,2023,75.0,"Comedy,Drama,Romance",7.8,3687.0,nm6563433,Je Won Yu,2023-02-01,1,2023-Q1
La Reina del Sur,72600000,February,2023,TV,tt1704637,tvSeries,La Reina del Sur,La Reina del Sur,NO,2011.0,,378.0,"Action,Crime,Drama",7.9,3289.0,"nm0230352,nm1954674,nm2270723,nm0882078,nm0092632,nm1357797,nm7260861,nm0386351,nm0898213","Carlos Bolado, Walter Doehner, Sebastián Hiriart, Carlos Mario Urrea, Carlos Villegas Rosales, Mauricio Cruz, Claudia Pedraza, Jorge Colón, Bernardo Mota Careaga",2023-02-01,1,2023-Q1
The Snow Girl,69850000,February,2023,TV,tt15787870,tvMiniSeries,The Snow Girl,La chica de nieve,NO,2023.0,2023,273.0,"Crime,Drama,Mystery",6.8,7361.0,"nm1847762,nm0023361","Laura Alvea, David Ulloa",2023-02-01,1,2023-Q1
Perfect Match,64160000,February,2023,TV,tt23731242,tvSeries,Perfect Match,Perfect Match,NO,2023.0,,60.0,"Reality-TV,Romance",5.9,1478.0,nm2427231,Anthony Gonzales,2023-02-01,1,2023-Q1
New Amsterdam,61860000,February,2023,TV,tt7817340,tvSeries,New Amsterdam,New Amsterdam,NO,2018.0,2023,43.0,Drama,8.0,47061.0,"nm0806252,nm0552140,nm0327064,nm0005022,nm0769135,nm0500685,nm0668350,nm2375297,nm0032375,nm0004801,nm2727412,nm0069513,nm0219491,nm0443181,nm0954034,nm0509183,nm8663041,nm0957197,nm1680892,nm5024288,nm0998285,nm0000530,nm0665321,nm0141961,nm0811611,nm0696300,nm0005154,nm0542960","Andrew McCarthy, Nestor Carbonell, Peter Horton, Lucy Liu, Shiri Appleby, Laura Belsey, Thomas Carter, Kate Dennis, Nick Gomez, Stephen Kay, Rachel Leiterman, Allison Liddi-Brown, Seith Mann, Darnell Martin, Jonas Pate, Jamie Payne, Ellen S. Pressman, Don Scardino, Michael Slovis, So Yong Kim, Kristi Zea, Craig Zisk, Andrew Voegeli, Olenka Denysenko, Ryan Eggold, Lisa Robinson, Jean E. Lee, Dinh Thai",2023-02-01,1,2023-Q1
Lockwood & Co.,54790000,February,2023,TV,tt13802576,tvSeries,Lockwood & Co.,Lockwood & Co.,NO,2023.0,2023,44.0,"Action,Adventure,Drama",7.4,23800.0,"nm3295899,nm0607701,nm0180428","Joe Cornish, Catherine Morshead, William McGregor",2023-02-01,1,2023-Q1
The Glory,296400000,March,2023,TV,tt21344706,tvSeries,The Glory,Deo geullori,NO,2022.0,,50.0,"Drama,Mystery,Thriller",8.1,22558.0,nm7270570,Ahn Gil-ho,2023-03-01,1,2023-Q1
Outer Banks,280710000,March,2023,TV,tt26736789,tvEpisode,Outer Banks,Outer Banks,NO,2023.0,,,Talk-Show,6.6,11.0,,,2023-03-01,1,2023-Q1
Sex/Life,185540000,March,2023,TV,tt10839422,tvSeries,Sex/Life,Sex/Life,NO,2021.0,2023,45.0,"Comedy,Drama,Romance",5.6,29510.0,"nm1121978,nm0284308,nm0705852,nm0005390,nm1325497","Patricia Rozema, Sheree Folkson, Samira Radsi, Jessika Borsiczky, Rachel Raimist",2023-03-01,1,2023-Q1
You,170100000,March,2023,TV,tt27708728,short,You,You,NO,2023.0,,7.0,"Drama,Short",,,nm14185638,Ozzie Evans,2023-03-01,1,2023-Q1
The Night Agent,168710000,March,2023,TV,tt13918776,tvSeries,The Night Agent,The Night Agent,NO,2023.0,,45.0,"Action,Drama,Thriller",7.5,96146.0,"nm0035060,nm0272704,nm1164861,nm1310794,nm0791381","Adam Arkin, Guy Ferland, Millicent Shelton, Seth Gordon, Ramaa Mosley",2023-03-01,1,2023-Q1
